n,url,label,description
110,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32086&level=0","若核災地區的食品通過各國各區域高標準安全規範，或者日本天皇的御餐也以核災地區的食品製作，那我認為我們該開放符合安全標準的食品進口4106032009 園藝二 曾翔平",""
111,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32087&level=0","4105053106日本福島與周邊的食品雖然是有疑慮的，但我想這就跟基因改造到食品一樣，同樣可以進口到台灣，但是在食品包裝上要表明清楚，讓消費者自行決定是否要購買。如此一來台灣不會遇到日本像WTO提出制裁的問題，也不必面對制裁後的結果，消費者也能自行選擇是否要購買日本福島的食品。",""
112,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32088&level=0","4104021052要是能提供保證，抑或是經過授權的檢驗，並能有效的證明核食是沒問題（或是不顯著影響人體的情況下），那我能贊成進口。唯獨現在台灣公民獨立思考能力不足以及政府沒有最後配套措施情況下，直接開出了不贊成進口的結果。",""
113,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32089&level=0","4105021012 財金三 林冠廷我覺得有核輻射污染之疑慮，如果吃了難保會不會有人體傷害，引發癌症等就像基改食物也被人們疑慮未來是否會影響身體，短期可能看不出但長期可能會對身體有不良影響，311地震農民們或許可以藉由轉型因為人民多會有疑慮畢竟輻射不是一兩天就消失的，政府可以輔導農民們轉型",""
114,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32090&level=0","的確在食品檢驗方面日方都有提出一些證明，核食是健康的，但我認為要讓人相信這是可以食用的這件事情日方是可以做到更好的我認為可以從他們身體力行去直接吃給大家看或許會更有說服力一點會讓人對於核食的疑慮能夠降低 4105052008張明瑋生科三",""
115,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32091&level=0","我認為當初福島核災所造成的污染多少都已經影響到當地的環境與生態，這些產品就好像基因改造食品一樣，雖然沒有最直接的證據證實對人體，但不代表不會對我們造成傷害，有些人不在意但有些人就是會擔心。此外，日本與台灣的關係近年來有逐漸好轉之趨勢，這次的事件有可能會對雙方的關係產生嫌隙。4107031056",""
116,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32092&level=0","4107031007我認為要立下一個公投來完全禁止日本福島與周邊核災地區的食物的進口是一個多餘且不理智的行為。除了課堂上老師提到那些禁止進口後，日本會採取的行為對我們的影響外，如果我們選擇開放，可以有其他的措施，例如強制表示為何地區，又或著其實我們可以相信我們對於食品安全那比歐盟還嚴格的標準。",""
117,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32093&level=0","日本福島與周邊核災地區的食品在一般情形下無疑是具有疑慮的。身為一個普通人，如果有選擇的話，我也不會主動去接受可能遭受污染的食物。因為那會對我的健康造成影響。然而，如果他們能提出具公信力的報告（如以國際規格檢驗合格，甚至在重要的國際場合以這些食品宴請重要來賓）以打消疑慮，那我認為是可以進口的。 （4106037052）",""
118,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32094&level=0","其實在現今的狀況下，我們似乎也無法證實在之前核災地區所產出的無論是農產品，抑或是加工品對人體會造成傷害，當然我能了解人們對於這樣的議題的確會有疑慮，但是我想事情還是要講求證據的，既然我們找不出負面的影響，或許進口還是能接受的。（4107032014）",""
119,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32095&level=0","4104044076經過核災之後，日本進口的食品在食安上讓我們有諸多疑慮。我認為這也和基改食品或是有機食品的議題差不多，因為不放心一般加工的食品，所以希望能透過有機種植的方式，讓我們在飲食上有多一層把關。雖然我們目前禁止日本進口核災相關地區的產品；不過放眼到未來的經濟情勢，這未必是長久之計，所以我認為經嚴格檢驗過後，再開放進口也不是問題！",""
120,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32096&level=0","4106044007日本由於過去某些地區受到核輻射的影響，很多種植出來的食物都含過量的重金屬，這讓很多國家都很怕進口日本的食物，但是日本自從核輻射過後，他們不斷的去拯救他們的核輻射地區，如果他們經過種種努力後，改良後的食物是國際衛生署甚至是各個國家衛生署核可的話，我覺得台灣是可以進口日本食品的。",""
121,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32097&level=0","並不是全部的食物都有輻射殘留，也有一些輻射值在安全範圍內，所以我認為只要能夠通過層層檢驗的產品，對於消費者而言都是安全且可接受的。對於進口有輻射疑慮的產品，要用更嚴格的標準來把關，不僅讓我國消費者能夠安心，也有助於日本福島地區的產品外銷。4107032035",""
122,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32099&level=0","4106044014，行銷二，郭文凱。日本自己本國的居民也覺得政府強制輸出核災食品到台灣來也不是很恰當。因為正所謂：「己所不欲，勿施於人。」自己的人民都怕的要死，然後把他出口給鄰近國家，這怎麼對。既然內需市場很大，怎麼不先內銷。",""
123,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32100&level=0","哪裡曾經是核爆的地方，因此土地跟其他的水源都有被污染的可能。日本人自己都不敢食用了，還想把她銷售到其他國家。個人認為是一件不太優的一件事，只要日本自己人敢吃或者說把他放到一些非常重要的場合吃，我想外銷應該就不會造成這麼大的影響了。財金二 4106021057 廖柏翔",""
124,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32101&level=0","我覺得是有疑慮沒有錯，但我們無法阻止日本不進口他們的產品，韓國敗訴是個借鏡，我覺得我們就讓他進口沒關係，但我們可以選擇不要購買，或許日本廠商就會知難而退(應該是不會..)，但其實很多消費者都不太清楚這這是否為核災地區的產品，所以我覺得還是少進口些為好。4107033002 邱舒莛",""
125,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32107&level=0","我覺得只要能經過嚴格的檢驗，通過各國的安全標準，那麼其實進口也沒差，就算有輻射殘留，只要不吃過量就好。就像反式脂肪，大家都知道有害，但政府也沒禁止它，反而只有宣導別吃太多。所以我的結論是輻射食品多少有疑慮，但沒必要禁止它，交給消費者自己選擇。（4107061027）",""
126,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32108&level=0","4106042022我覺得要看到底有沒有通過檢核畢竟就這樣禁止別人出口會讓人覺得很莫名其妙如果真的那些食品是有問題的那當然禁止但是若是安全的話基於公平自由貿易原則勢必要進口只希望台灣不要跟韓國一樣搞到最後還去上訴甚至直接退出WTO鬧笑話",""
127,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32111&level=0","4105064040日本福島與周邊核災地區的食品，我覺得是有疑慮的，雖然日本政府說他們這些食品都有經過安全檢驗，或許短期來看確實對人體無影響，但是並不能保障這些食品經人體吸收後，十幾年後會不會對人體造成什麼影響，這需要更多實驗，更多時間去檢驗，所以我覺得日本福島與周邊核災地區的食品是有疑慮的。",""
128,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32114&level=0","沒有明顯的科學根據證明日本的這些核災食品食用後會對人體造成危害，如果其他國家都願意進口這些食品，那為什麼台灣要做這件格格不入的事情呢？進口並不代表一定要買，但不進口是否代表著跟世界自由貿易潮流相違背呢？4107011023 中文一",""
129,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32115&level=0","首先應該先瞭解到日本核食在食品安全的檢驗上到底有沒有合格，若沒有合格而會傷害人體的話，那確實是不應該進口的，但是如果檢驗合格的話，進口到台灣也不會有什麼問題，會在意的人一樣可以選擇不買，而覺得檢驗過是安全的人也多了一個選項可以選擇。（4105054049）",""
130,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32116&level=0","4107031023藉由公投展示民意是傾向不開放核食的，代表台灣民眾對這些食品有疑慮會害怕它們，而日本又要在WTO對台灣提起訴訟，難免會傷害兩國關係，如果日本想消除疑慮的話應該要拿出科學根據來證明這些食品不會造成太大危害，再透過對大眾宣傳才能得到兩全其美的效果",""
131,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32119&level=0","日本方面一直對外宣稱他們的食品是非常安全的，希望其他國家准許進口。這次台灣還透過公投顯示大部分台灣人是不希望核食進口，但我覺的這件事並不能單從公投就決定要進口或不進口，應該要有足夠且真實的科學證據來證明才能下定論。(4106037014)",""
132,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32122&level=0","或許日本輻射食品在安全上是有疑慮的，但是這些輻射食品是經過日本檢驗來台再次檢驗的，檢驗在安全標準以內，就算進口來台，台灣消費者依然有選擇權，為何要如此排斥，就如同基因改良食品一樣，消費者買不買單政府無法控制，如此以來，國家在世界貿易上依然可履行公平貿易，不打壞國際貿易之關係，而國家人民依然可以選擇是否接受。4104043041",""
133,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32126&level=0","4105043003我覺得核災食品和基改食品是相似的議題，現在的核災食品雖然都有通過各國食品安全衛生法案，卻都無法明確有答案此類食品是否真的不會對人造成未來的危害，因為證明沒有危險的食用時間還是太少、數據不夠多，所以這個問題在現階段應該還是一個未解之謎，沒問題的無法證明他真的沒有問題，有問題的也無法拿出真正的證據來證明。",""
134,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32130&level=0","我目前還沒有看到任何顯示福島與周邊核災地區的食品有問題的科學根據，所以對我來說我並不會反對進口他們的食品，進口了也不代表要購買，再加上我們禁止他們進口會造成我們在國際關係上面的變動，尤其一般人可能都不會了解，就這樣來看，我是覺得沒有疑慮的。（4106044038）",""
135,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32133&level=0","確實核災地區的輻射量不是那麼容易就降低到零，所以是有疑慮的。但是，要生產的話那必定要有人，有人在生活的地方那輻射量應該不可能高到會明顯的犧牲自己去居住，再者，日本不可能因為是自己人就放寬檢查讓有輻射問題的產品在國內流通。雖然不能說輻射量為零，但只要符合規定我想就可以進口，不過要附上標注產地的條件，就像牛肉那樣，民眾會自己選擇，會害怕的人自己會去注意吧。4104062125",""
136,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32161&level=0","4106032017現今依然有日本食品是含有核輻射汙染。然而，我覺得這次公投的民意，禁止進口這些區域的食物，也太過度敏感於怕吃到有核輻射的食物了。那麼害怕吃到，那平時就都不要吃日本進口食品就好了，而且大部分從那些地區進口的食品，在台灣都能找到同樣的商品。既然想吃日本進口的食品，但又怕吃到輻射食品，也未免太過矛盾，為了這件公投，甚至還影響到台灣在全世界的經濟，政治地位。",""
137,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32178&level=0","在核災地區種植的食品在市場上銷售，不只讓消費者產生疑慮，也讓大家疑惑這些產品是否真的通過了食品安全的鑒定，是否保證人民吃下去不會有損健康的因素存在，畢竟核災區曾經受過輻射的影響，那些土壤是否適合種植食品，而且為何要在核災區進行生產，畢竟不是每個人都能接受這些產品，還真是令人產生疑惑。（4106021035）",""
138,"ri-ben-fu-dao-yu-zhou-bian-he-zai-di-qu-de-shi-pin-shi-an-quan-wu-yu-de?partial=32186&level=0","我認為經過了一次輻射汙染的摧殘，當地的農漁產品已經很難再恢復往日的樣貌，是需要經過百年的時間甚至更久才會消散，不應該去承受這樣的風險來讓自己的生命，甚至下一代的生命受到威脅，若經檢測發現是可食用的，但哪怕是造成一名受害者，政府都不知要如何向其交代，所以杜絕可能受感染的機率，以防止不可抹滅的後患。",""
