,class,n1,n2
1313,1,7730,4054
1314,1,14884,10673
1315,-1,26458,24700
1316,1,32004,31020
1317,1,22103,20482
1318,-1,9633,6666
1319,1,1278,505
1320,1,2463,1811
1321,1,9500,8980
1322,-1,8119,5217
1323,-1,1359,205
1324,1,528,64
1325,-1,25414,24327
1326,1,32164,31757
1327,1,11061,5965
1328,1,29481,29396
1329,-1,26556,25220
1330,-1,29175,27548
1331,1,12729,12537
1332,1,27657,25949
1333,1,27091,25840
1334,-1,31294,30340
1335,1,16327,14413
1336,-1,11907,2284
1337,1,33892,33746
1338,1,2986,664
1339,1,20383,18561
1340,1,13447,10959
1341,-1,11889,3103
1342,-1,13579,10400
1343,1,4820,2099
1344,-1,23144,22150
1345,-1,24958,22985
1346,1,23952,22358
1347,-1,24049,21500
1348,-1,11696,7254
1349,-1,14359,10854
1350,-1,12409,8507
1351,-1,25390,22939
1352,-1,26612,25007
1353,-1,9239,6688
1354,1,20803,18677
1355,1,19261,17752
1356,1,3105,1948
1357,-1,5759,3527
1358,-1,27396,26808
1359,-1,27569,27802
1360,-1,8847,5330
1361,-1,23214,22062
1362,-1,32642,32423
1363,1,33517,33025
1364,-1,4858,315
1365,1,30548,29578
1366,1,24416,22843
1367,-1,19118,17844
1368,-1,30591,29857
1369,-1,32768,32458
1370,1,20553,18679
1371,1,15662,14466
1372,-1,31910,31490
1373,1,34185,34060
1374,1,892,118
1375,-1,9088,2550
1376,-1,14869,10136
1377,-1,25343,25966
1378,1,22239,20905
1379,-1,27041,24965
1380,1,30966,29797
1381,1,24249,22587
1382,1,4988,875
1383,-1,33220,32798
1384,-1,34000,33614
1385,1,27546,26475
1386,1,23235,22523
1387,1,24727,23915
1388,1,13125,10850
1389,1,33232,32799
1390,-1,33869,33707
1391,-1,34282,34209
1392,1,8076,6226
1393,-1,28318,27062
1394,1,18607,17908
1395,1,30126,28814
1396,-1,1767,101
1397,-1,23645,22347
1398,-1,16342,14414
1399,1,28438,28436
1400,-1,26460,25784
1401,-1,32540,32440
1402,1,13485,11666
1403,1,17471,16637
1404,-1,23987,21766
1405,-1,4309,1437
1406,1,30564,30081
1407,-1,32227,31768
1408,-1,1658,48
1409,1,6203,403
1410,-1,29016,27577
1411,-1,21414,20587
1412,-1,26862,24657
1413,1,21377,19984
1414,1,25239,23372
1415,-1,14293,11948
1416,-1,29582,28886
1417,1,22618,20056
1418,1,33186,32718
1419,1,30766,30060
1420,-1,25019,24063
1421,-1,11237,8409
1422,1,28241,26664
1423,1,31968,31014
1424,1,23344,22142
1425,1,30000,29165
1426,-1,15789,14264
1427,1,28747,28468
1428,1,12631,4054
1429,1,24093,22495
1430,-1,5150,2050
1431,1,8849,4717
1432,1,21926,20341
1433,-1,29763,29315
1434,1,26666,24818
1435,1,15866,13452
1436,-1,8835,2265
1437,-1,28540,27272
1438,-1,3252,783
1439,-1,32611,32510
1440,-1,26642,25328
1441,-1,13541,11324
1442,1,10501,5599
1443,1,33858,33405
1444,1,25577,23337
1445,-1,3023,849
1446,1,6727,2311
1447,-1,30888,30132
1448,-1,27798,26008
1449,1,30405,29609
1450,1,25936,25661
1451,1,32445,32444
1452,1,12760,10434
1453,-1,16561,12693
1454,-1,5401,420
1455,1,162,17
1456,-1,8283,5083
1457,-1,24901,23916
1458,1,31823,31206
1459,-1,25219,23328
1460,-1,28118,26509
1461,1,23211,21778
1462,1,30096,29398
1463,1,23990,22328
1464,1,6472,5729
1465,-1,6653,2473
1466,1,14860,10853
1467,1,28608,27548
1468,1,28074,26407
1469,1,21165,18527
1470,1,13344,12413
1471,1,9778,8463
1472,-1,26911,25423
1473,-1,21513,20229
1474,1,30648,29939
1475,-1,26800,26671
1476,1,10281,6733
1477,-1,27239,26885
1478,-1,33299,32562
1479,-1,13850,12125
1480,1,24056,22110
1481,1,6396,588
1482,1,19129,17323
1483,1,7096,3097
1484,1,23194,23221
1485,-1,2464,2311
1486,1,22987,22550
1487,1,24463,24216
1488,1,8365,5582
1489,1,4017,614
1490,-1,26190,25321
1491,-1,22541,20981
1492,-1,27725,26800
1493,1,32913,32579
1494,1,24778,23226
1495,1,31537,30996
1496,1,23127,22252
1497,-1,3195,2143
1498,-1,25293,23843
1499,-1,11621,7895
1500,-1,12331,6191
1501,1,7549,3690
1502,1,31387,30690
1503,1,17855,15995
1504,1,8452,3094
1505,-1,16658,15900
1506,-1,33974,33333
1507,1,32010,31562
1508,1,12579,10408
1509,1,32702,32491
1510,1,30288,29657
1511,1,32335,32002
1512,-1,6513,3051
1513,1,21582,19941
1514,1,23032,22247
1515,-1,25240,23830
1516,-1,10530,5565
1517,-1,32210,31864
1518,-1,31242,30300
1519,-1,30103,28999
1520,-1,12791,11866
1521,-1,24328,22802
1522,-1,32002,31224
1523,-1,7438,5729
1524,1,2903,2145
1525,-1,7213,3357
1526,1,19630,17991
1527,-1,28995,27575
1528,-1,27736,26246
1529,1,9459,8417
1530,1,10572,8552
1531,1,32091,31487
1532,1,284,22
1533,1,4041,1491
1534,1,9372,11798
1535,-1,28295,26977
1536,-1,3502,10968
1537,-1,30502,30190
1538,1,19331,17873
1539,-1,27630,26583
1540,1,24664,23849
1541,-1,30670,29477
1542,1,16553,12727
1543,1,17936,16999
1544,-1,10430,4911
1545,1,31702,30570
1546,1,5499,1841
1547,-1,17248,15973
1548,1,26596,24982
1549,-1,32671,32424
1550,-1,28362,27895
1551,1,32264,31795
1552,-1,1239,184
1553,1,17833,15971
1554,1,29727,28765
1555,-1,3564,728
1556,-1,32176,31981
1557,-1,16994,15215
1558,1,23030,22139
1559,1,21064,18834
1560,-1,24999,24414
1561,-1,30968,29477
1562,1,17318,17905
1563,-1,31119,30695
1564,-1,26015,24818
1565,-1,33871,33470
1566,1,25312,23612
1567,1,18301,17889
1568,-1,10841,4556
1569,1,26186,24818
1570,1,9038,2499
1571,-1,25958,24928
1572,-1,4203,612
1573,1,21656,20781
1574,-1,3251,783
1575,1,31054,30949
1576,-1,30154,28450
1577,1,27061,25281
1578,-1,24431,22864
1579,-1,23825,22112
1580,1,21040,21074
1581,-1,28884,27467
1582,-1,28315,26011
1583,-1,30257,29855
1584,1,30353,30218
1585,1,7235,4875
1586,1,29929,29179
1587,-1,13593,11822
1588,-1,4392,1359
1589,1,6011,505
1590,1,28005,25966
1591,-1,31097,30717
1592,1,8339,4274
1593,-1,29169,27251
1594,-1,33872,33766
1595,-1,30387,30067
1596,1,32453,32277
1597,-1,10494,2266
1598,1,5526,2103
1599,1,8294,7778
1600,1,1182,164
1601,1,34245,34052
1602,-1,22410,20755
1603,1,17760,16917
1604,1,29203,28138
1605,-1,29178,28222
1606,-1,30637,30192
1607,-1,28908,27595
1608,-1,17971,17226
1609,-1,33922,33464
1610,-1,26637,26655
1611,1,33152,32614
1612,-1,32963,32862
1613,1,20948,18358
1614,-1,3836,515
1615,1,32779,32793
1616,1,16793,16120
1617,1,1019,297
1618,1,6207,2148
1619,-1,8187,3790
1620,-1,27997,26450
1621,-1,29456,28711
1622,-1,32528,33821
1623,1,231,21
1624,1,25370,23569
1625,-1,32218,31810
1626,1,13520,9571
1627,1,29643,28450
1628,1,22131,20475
1629,1,8445,6228
1630,-1,10241,7826
1631,1,10205,6980
1632,-1,23140,21585
1633,1,32350,32153
1634,1,30983,29701
1635,1,17043,16045
1636,1,26407,25664
1637,1,30820,30079
1638,-1,3682,353
1639,-1,8169,6189
1640,-1,25290,23834
1641,-1,29327,28036
1642,1,34083,33405
1643,1,21164,18308
1644,1,9344,7294
1645,1,28352,26546
1646,1,22521,23773
1647,-1,30073,28645
1648,-1,31689,30433
1649,1,31837,31223
1650,-1,27371,26660
1651,-1,33632,33263
1652,1,3031,14477
1653,-1,27596,26162
1654,1,3528,963
1655,1,20538,23590
1656,1,21418,20191
1657,-1,14880,9732
1658,1,18849,17464
1659,-1,28912,27770
1660,-1,33231,32826
1661,1,13737,10512
1662,-1,23183,22674
1663,1,29425,28659
1664,1,22157,20527
1665,1,7003,6401
1666,-1,2921,2108
1667,-1,27295,26671
1668,1,8605,2959
1669,-1,14870,10184
1670,1,26044,25650
1671,1,32286,31808
1672,1,26783,24785
1673,-1,24059,22746
1674,1,7442,3215
1675,-1,27483,26801
1676,1,2844,2066
1677,1,30265,29477
1678,1,5478,517
1679,1,14792,11953
1680,-1,12060,7654
1681,1,21870,19818
1682,1,15849,14883
1683,-1,32564,32377
1684,-1,28607,27440
1685,1,30940,30161
1686,-1,26565,24971
1687,-1,32891,32718
1688,-1,29545,29286
1689,-1,24266,21526
1690,-1,33824,33471
1691,1,11606,5071
1692,1,32793,32415
1693,1,22322,20221
1694,-1,29266,27518
1695,1,7884,5686
1696,-1,4008,959
1697,1,17778,17247
1698,-1,16404,14014
1699,-1,3226,2080
1700,1,6479,6123
1701,-1,27333,26087
1702,-1,33662,33264
1703,-1,24628,23462
1704,1,13101,10774
1705,-1,25027,24010
1706,1,26207,24516
1707,-1,24432,21802
1708,1,6110,16479
1709,-1,7734,4654
1710,-1,18442,18026
1711,1,10531,7146
1712,-1,4785,1480
1713,1,13811,11409
1714,1,27712,26998
1715,-1,25742,24203
1716,1,33111,32569
1717,-1,28808,27753
1718,-1,1642,242
1719,1,8150,3266
1720,-1,14183,12628
1721,-1,31354,30570
1722,1,11449,4030
1723,-1,12454,2982
1724,1,15008,9579
1725,-1,25869,23451
1726,-1,32041,31053
1727,-1,11664,3006
1728,1,18729,17429
1729,-1,10337,6619
1730,-1,30324,31799
1731,-1,25053,24145
1732,-1,13786,12481
1733,-1,7105,2900
1734,-1,28094,26407
1735,-1,21838,20479
1736,1,32964,32570
1737,1,19961,18356
1738,1,28282,26872
1739,-1,22383,20487
1740,1,29003,27857
1741,-1,12534,6437
1742,1,20606,18793
1743,1,23122,22247
1744,1,3298,2161
1745,1,34280,34230
1746,1,31333,30468
1747,1,272,24
1748,1,19437,17842
1749,1,28133,26882
1750,1,12332,5085
1751,1,29801,29400
1752,1,24831,23765
1753,1,14518,11208
1754,-1,1902,1012
1755,1,18156,16473
1756,-1,28517,27314
1757,1,33183,32778
1758,-1,7374,3737
1759,1,32369,32226
1760,-1,32670,32393
1761,-1,25022,23127
1762,1,31524,30305
1763,-1,8220,5525
1764,1,17843,17103
1765,-1,33999,33610
1766,1,31311,30537
1767,-1,23369,22034
1768,1,29659,29220
1769,-1,9145,6474
1770,-1,4056,1023
1771,-1,27296,26289
1772,-1,24972,23509
1773,-1,9212,8140
1774,-1,28166,26838
1775,-1,4770,1859
1776,1,4294,2228
1777,1,19518,18018
1778,-1,31302,30640
1779,1,10243,8951
1780,1,27635,26687
1781,-1,30823,29797
1782,1,23812,21831
1783,1,25980,25484
1784,-1,26800,25498
1785,1,14389,10790
1786,-1,25235,23307
1787,1,1480,8897
1788,1,13880,11319
1789,1,21955,21145
1790,1,16978,15863
1791,-1,1838,206
1792,-1,11789,4681
1793,1,8356,2254
1794,1,24760,23753
1795,-1,34215,33854
1796,1,33142,32715
1797,-1,34343,33822
1798,1,29719,28778
1799,-1,10978,2982
1800,-1,27877,26973
1801,1,28146,27028
1802,1,3756,1895
1803,-1,27985,26587
1804,1,4950,1592
1805,1,25747,23939
1806,1,33467,33205
1807,1,18402,17393
1808,1,30355,30244
1809,1,6214,1308
1810,-1,27023,25233
1811,1,18606,17934
1812,-1,22505,20256
1813,-1,9717,8943
1814,-1,2918,1491
1815,1,5572,675
1816,1,25664,23139
1817,1,6956,3527
1818,-1,14882,12095
1819,-1,26728,25379
1820,1,31323,30734
1821,1,26433,25177
1822,1,16465,14613
1823,-1,11194,2317
1824,-1,33648,33379
1825,1,27854,26705
1826,-1,33808,33092
1827,1,32464,32131
1828,-1,3102,1180
1829,1,29614,29294
1830,1,20766,18453
1831,-1,28268,26860
1832,1,5273,1074
1833,-1,8871,6221
1834,1,32403,32203
1835,1,10702,4515
1836,1,20410,18487
1837,1,11651,6501
1838,1,19580,17740
1839,1,10832,5798
1840,-1,12946,9211
1841,-1,29295,27310
1842,-1,28868,27935
1843,1,33668,33277
1844,-1,16338,14341
1845,-1,30056,28726
1846,1,27361,26954
1847,-1,5596,962
1848,1,32246,32033
1849,1,7894,5712
1850,-1,2171,12459
1851,-1,14519,12402
1852,1,2256,2221
1853,1,27853,26185
1854,-1,29766,28843
1855,-1,25500,24211
1856,-1,30218,29165
1857,-1,28642,29444
1858,1,17889,17250
1859,1,33244,32760
1860,1,24847,23368
1861,1,21009,19008
1862,1,13132,9359
1863,1,6390,984
1864,1,7778,6791
1865,1,29720,29088
1866,1,33801,33102
1867,-1,3408,1755
1868,-1,26294,25880
1869,-1,32844,32385
1870,-1,24375,22566
1871,-1,18936,17737
1872,1,286,22
1873,-1,23191,21831
1874,-1,47,4
1875,-1,33388,32932
1876,1,21754,20202
1877,-1,11163,6224
1878,1,12565,6217
1879,-1,30438,29674
1880,-1,30390,29959
1881,1,12341,5267
1882,-1,1975,204
1883,-1,22388,20538
1884,1,34086,33609
1885,-1,17853,17185
1886,1,29634,29044
1887,1,27491,26376
1888,-1,32833,32361
1889,1,6786,4163
1890,-1,29754,28551
1891,1,12365,4722
1892,-1,33723,33008
1893,-1,28901,27730
1894,-1,31395,30433
1895,1,8757,2685
1896,1,282,1
1897,-1,23837,26362
1898,1,555,947
1899,-1,17201,16105
1900,-1,2879,545
1901,1,25826,23057
1902,1,25298,23846
1903,1,32952,32806
1904,-1,32037,31623
1905,-1,23527,21442
1906,-1,28189,26054
1907,1,7726,3388
1908,-1,33968,33361
1909,-1,28298,27136
1910,-1,27495,25977
1911,-1,4286,551
1912,1,285,22
1913,1,8848,5761
1914,-1,23880,22582
1915,-1,25094,23627
1916,-1,18039,16295
1917,1,22440,19730
1918,-1,31129,30843
1919,-1,10401,7663
1920,-1,22217,20479
1921,1,20629,18655
1922,-1,28554,27857
1923,-1,29954,30204
1924,1,28915,28180
1925,1,22143,20519
1926,-1,16203,14470
1927,-1,23794,22872
1928,1,33827,33692
1929,-1,27275,27052
1930,1,31899,31333
1931,1,33256,32515
1932,1,5875,1483
1933,-1,26662,27723
1934,1,31745,31550
1935,1,18923,18139
1936,-1,25340,23937
1937,1,21379,19709
1938,-1,4155,1782
1939,-1,153,1
1940,1,29392,27771
1941,1,25894,24199
1942,-1,24648,24194
1943,1,31941,31513
1944,-1,24859,23041
1945,1,13743,11288
1946,-1,11866,2882
1947,1,19600,17784
1948,1,2731,1024
1949,-1,8993,3759
1950,-1,7191,2997
1951,1,15339,14251
1952,1,13961,9983
1953,-1,13553,9239
1954,1,26524,25647
1955,1,18074,19828
1956,-1,11691,5862
1957,1,17514,20568
1958,1,9572,7410
1959,1,18364,18065
1960,-1,26255,24785
1961,1,1124,274
1962,1,17256,16122
1963,1,32299,31894
1964,1,24170,22510
1965,-1,17189,15995
1966,-1,12062,6778
1967,1,19747,18935
1968,1,31574,30498
1969,1,16980,15797
1970,1,24044,21682
1971,-1,2582,1701
1972,1,19936,19220
1973,-1,3673,431
1974,1,31989,31099
1975,-1,14151,11294
1976,-1,3589,2064
1977,-1,27165,25707
1978,1,24981,23658
1979,-1,978,208
1980,-1,2618,1103
1981,-1,9059,5083
1982,-1,3700,1535
1983,1,24226,22455
1984,1,26665,25498
1985,1,6218,873
1986,1,1807,200
1987,1,24978,23386
1988,-1,25035,25883
1989,1,28968,27628
1990,1,18141,15979
1991,1,18779,17540
1992,-1,25382,23057
1993,-1,2977,1577
1994,-1,32821,32686
1995,1,11266,5938
1996,1,9142,9022
1997,1,21743,21345
1998,1,6550,5693
1999,1,18346,17328
2000,-1,30668,30065
2001,1,14373,10854
2002,-1,24969,23790
2003,-1,25059,24458
2004,1,10932,8843
2005,1,15979,12651
2006,-1,5540,1923
2007,-1,25640,23559
2008,-1,25563,23711
2009,-1,7932,3765
2010,1,28127,27612
2011,-1,26631,26810
2012,1,28491,27358
2013,-1,27044,25519
2014,-1,10170,6681
2015,1,12410,4791
2016,1,22102,20487
2017,1,26324,25277
2018,-1,32179,32002
2019,-1,27624,26631
2020,1,3541,959
2021,-1,10693,3427
2022,1,5113,631
2023,-1,4763,1104
2024,1,20143,19011
2025,1,5277,1310
2026,-1,32417,32185
2027,1,10655,6571
2028,-1,23595,21748
2029,1,31083,30460
2030,-1,14606,10502
2031,-1,30381,29657
2032,1,32404,32203
2033,1,22024,20402
2034,-1,11374,3809
2035,-1,26706,25321
2036,-1,24403,22510
2037,1,29898,29252
2038,-1,4996,1989
2039,1,28999,30711
2040,-1,26062,24816
2041,1,7557,3412
2042,1,30957,29656
2043,1,22957,21782
2044,-1,3360,1755
2045,1,32725,32485
2046,-1,26449,24587
2047,-1,15074,10774
2048,1,11139,3207
2049,1,11028,7760
2050,-1,30070,28598
2051,1,4938,1949
2052,-1,24925,24067
2053,-1,26539,25883
2054,-1,27342,26518
2055,-1,23778,22268
2056,1,18224,16741
2057,1,1103,242
2058,1,20081,18604
2059,-1,4760,353
2060,-1,14886,12096
2061,1,22232,20600
2062,1,16916,16021
2063,1,1559,36
2064,1,6971,6400
2065,1,22936,21376
2066,1,17994,15553
2067,-1,31572,30833
2068,-1,10830,7703
2069,1,26432,25076
2070,-1,31791,31566
2071,-1,10711,5433
2072,1,30772,29953
2073,1,4078,1132
2074,-1,24919,23488
2075,-1,26843,24775
2076,1,3575,1156
2077,-1,28907,28032
2078,1,20056,22012
2079,-1,24856,23316
2080,1,10138,8638
2081,1,7198,4837
2082,-1,14950,10664
2083,-1,4172,1201
2084,-1,7753,3701
2085,-1,30667,29562
2086,1,23821,22207
2087,1,28418,29932
2088,-1,25945,24647
2089,-1,25576,23190
2090,1,31168,30698
2091,-1,15785,13755
2092,1,30334,29827
2093,1,30685,29835
2094,1,17238,16627
2095,-1,26466,25130
2096,1,26319,24718
2097,-1,13660,11607
2098,1,6754,4733
2099,1,30191,29385
2100,-1,26329,25173
2101,-1,1346,139
2102,1,15729,13723
2103,-1,14982,12407
2104,-1,16273,13095
2105,1,14964,12278
2106,-1,11614,6124
2107,-1,31744,31463
2108,1,23814,21681
2109,1,9697,7711
2110,-1,7258,5849
2111,-1,26625,26626
2112,1,7180,3985
2113,-1,30254,30080
2114,-1,32053,31485
2115,-1,30004,28756
2116,-1,9845,8552
2117,1,22994,22128
2118,-1,31042,30281
2119,1,16961,15813
2120,1,19212,17797
2121,1,208,4
2122,-1,30918,29965
2123,-1,27968,26652
2124,-1,4575,2080
2125,1,27948,26477
2126,1,9795,6741
2127,-1,22401,20488
2128,-1,31619,30504
2129,1,18849,21384
2130,1,18947,17888
2131,1,28562,28192
2132,-1,27060,25461
2133,1,34027,33786
2134,1,14319,11661
2135,-1,25020,23555
2136,1,19133,17514
2137,1,25498,22950
2138,-1,26874,24785
2139,1,6129,2115
2140,1,7508,10040
2141,-1,25607,23413
2142,-1,17078,15599
2143,-1,32773,32417
2144,1,25934,25063
2145,-1,15598,12695
2146,-1,31298,30448
2147,1,18488,17271
2148,1,63,12408
2149,1,21474,20793
2150,1,24786,23757
2151,1,23687,21663
2152,-1,30915,29650
2153,-1,26374,25185
2154,-1,16583,14466
2155,-1,1607,208
2156,-1,25893,24074
2157,1,12478,6077
2158,-1,29406,27572
2159,1,21550,27536
2160,-1,6690,3985
2161,-1,29818,28891
2162,1,2032,1128
2163,-1,26344,24751
2164,-1,7737,3701
2165,1,13324,10695
2166,1,30397,29657
2167,-1,25494,25132
2168,1,8317,3227
2169,1,11463,5566
2170,1,11179,2365
2171,-1,14026,10417
2172,-1,6997,4619
2173,1,672,180
2174,-1,22137,19865
2175,-1,27932,26625
2176,1,2007,247
2177,-1,5353,1942
2178,-1,25572,23192
2179,1,5292,1725
2180,1,33039,32829
2181,1,22061,20595
2182,1,25880,23051
2183,-1,25483,23644
2184,-1,31043,30455
2185,-1,17822,16082
2186,-1,628,177
2187,-1,25295,23845
2188,-1,26908,25117
2189,1,17532,17262
2190,-1,21330,18978
2191,1,25142,25724
2192,1,15338,15577
2193,1,1277,272
2194,1,28781,28408
2195,1,21554,20827
2196,-1,34177,33962
2197,1,22027,20436
2198,1,23864,25926
2199,-1,29756,29322
2200,-1,10877,7946
2201,1,8554,3867
2202,-1,25151,24222
2203,1,28440,27651
2204,1,3299,1132
2205,-1,26768,25290
2206,1,5272,1845
2207,1,20533,19432
2208,1,20227,21695
2209,-1,27941,26237
2210,1,31,5
2211,-1,2031,49
2212,-1,25377,24399
2213,1,7207,5006
2214,1,8408,12943
2215,1,27431,26656
2216,-1,32205,32264
2217,-1,28243,26978
2218,-1,34159,34156
2219,1,13619,11777
2220,1,31645,30923
2221,1,23787,22420
2222,-1,28812,27894
2223,1,25100,23334
2224,1,3007,1522
2225,1,32538,32406
2226,-1,23572,22328
2227,-1,29878,28822
2228,-1,3103,1569
2229,1,26285,25014
2230,-1,29130,27807
2231,1,4699,505
2232,-1,34335,34008
2233,-1,32904,32589
2234,-1,25612,23472
2235,1,8473,2694
2236,-1,28175,26831
2237,1,17213,16291
2238,1,4239,512
2239,-1,32668,32441
2240,-1,24791,24212
2241,1,33818,33669
2242,1,22488,21772
2243,1,17843,22312
2244,-1,8337,3753
2245,-1,27695,26241
2246,-1,33218,32859
2247,-1,33158,32735
2248,-1,28273,26357
2249,1,22731,20404
2250,1,3998,1531
2251,-1,33744,32932
2252,-1,28654,28087
2253,1,28548,27323
2254,1,30412,30067
2255,1,30754,29840
2256,1,3542,1554
2257,1,30707,29612
2258,1,6446,24659
2259,-1,24415,22597
2260,-1,32557,32453
2261,-1,25811,23139
2262,1,24192,22247
2263,1,5871,1445
2264,-1,29848,28507
2265,-1,29255,27593
2266,-1,9381,7980
2267,-1,1025,81
2268,1,18461,20302
2269,-1,30719,30081
2270,-1,34142,33728
2271,-1,28986,28402
2272,1,32520,32498
2273,1,25149,23051
2274,-1,24471,21653
2275,-1,28628,28219
2276,-1,11013,3982
2277,-1,25926,23139
2278,-1,34363,34336
2279,-1,25884,23959
2280,-1,25797,24449
2281,-1,25702,24390
2282,1,13345,11653
2283,-1,26071,24817
2284,1,20688,18250
2285,-1,32556,32497
2286,1,20614,19327
2287,1,30099,29385
2288,1,22249,20643
2289,1,19750,18320
2290,1,26970,25185
2291,1,14224,9231
2292,-1,33964,33556
2293,1,28544,28013
2294,1,22873,20525
2295,1,7284,4055
2296,1,25185,24260
2297,-1,4948,1273
2298,-1,9671,6958
2299,-1,6521,2920
2300,-1,31174,30999
2301,1,22935,21376
2302,1,20402,18250
2303,1,32973,32579
2304,-1,31776,31211
2305,-1,5444,1062
2306,-1,30619,29780
2307,1,10160,6957
2308,-1,27088,24942
2309,1,7437,3301
2310,-1,26573,29374
2311,1,14516,11212
2312,-1,17084,15609
2313,1,1254,291
2314,1,21179,19046
2315,-1,8668,2829
2316,-1,28344,26107
2317,1,31492,30732
2318,1,19245,22710
2319,1,15951,14713
2320,-1,16384,14872
2321,1,31746,31053
2322,-1,22501,20226
2323,-1,27914,26670
2324,-1,26598,25012
2325,1,29182,28417
2326,1,21892,20248
2327,1,1032,261
2328,1,15399,13677
2329,1,14719,9599
2330,1,4206,1811
2331,-1,24812,23953
2332,-1,34094,33728
2333,1,1784,268
2334,-1,27556,26605
2335,-1,31616,30526
2336,-1,27763,26478
2337,1,10952,10922
2338,1,15333,12669
2339,-1,3084,1707
2340,1,22237,20542
2341,1,28490,29561
2342,1,24508,21604
2343,1,17671,17125
2344,-1,24891,23572
2345,-1,23307,22111
2346,-1,3628,472
2347,-1,24952,24062
2348,-1,15730,14615
2349,-1,9757,8059
2350,1,11172,4978
2351,-1,27956,26626
2352,1,27683,26899
2353,-1,10147,8683
2354,1,17611,16675
2355,-1,5326,637
2356,1,23929,21783
2357,-1,28933,28186
2358,-1,9261,8670
2359,1,31836,31552
2360,-1,30677,29915
2361,-1,1582,166
2362,1,5567,1252
2363,1,16355,14870
2364,-1,2097,131
2365,-1,9765,6688
2366,-1,9241,7815
2367,-1,31362,30448
2368,-1,10071,8417
2369,1,3178,2167
2370,-1,12902,9845
2371,1,18684,17916
2372,1,32530,32349
2373,-1,30333,29662
2374,1,3215,1186
2375,-1,23591,22066
2376,1,25276,23355
2377,-1,30010,29172
2378,1,28471,28128
2379,-1,24683,25035
2380,-1,4732,1684
2381,1,10019,8048
2382,1,20986,18487
2383,1,32069,31585
2384,-1,29984,29142
2385,-1,28527,27591
2386,-1,19530,17833
2387,-1,8729,3171
2388,1,9143,8552
2389,1,33854,33746
2390,-1,30350,30003
2391,-1,9097,2482
2392,-1,25139,23673
2393,-1,6163,380
2394,1,25050,23856
2395,1,27998,26919
2396,1,3736,979
2397,-1,22141,20068
2398,-1,32926,32659
2399,1,12742,10982
2400,-1,32103,31492
2401,-1,9998,7639
2402,-1,27503,26664
2403,1,6657,2487
2404,1,22341,23859
2405,-1,33586,33198
2406,-1,25802,23247
2407,1,13127,10341
2408,-1,16888,15293
2409,-1,29939,29265
2410,1,33074,32867
2411,1,4806,3089
2412,-1,32440,32205
2413,1,16264,14540
2414,-1,28672,27812
2415,-1,9903,7149
2416,-1,28190,27059
2417,1,14222,10446
2418,-1,620,184
2419,-1,3671,1531
2420,-1,26507,25927
2421,1,29782,28733
2422,-1,34112,33747
2423,1,33270,32839
2424,1,2912,688
2425,1,24216,21524
2426,-1,23677,22145
2427,1,25280,23673
2428,1,26593,24568
2429,1,28560,27336
2430,1,1180,213
2431,1,8326,4669
2432,-1,9606,7765
2433,1,1450,213
2434,-1,31597,30901
2435,1,18908,17585
2436,1,33572,33249
2437,-1,25003,24295
2438,1,23911,25881
2439,-1,25371,23678
2440,1,22101,21331
2441,-1,2893,2111
