n,url,label
222,"Il_faut_d%C3%A9velopper_le_travail_social_envers_les_populations_tsiganes_de_Montreuil","Un besoin de travail social"
223,"Les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_sont_une_zone_de_non-droit","Une zone de non-droit"
224,"Les_activit%C3%A9s_paysannes_menac%C3%A9es_pourraient_%C3%AAtre_reconverties","Ces secteurs d'activités peuvent évoluer"
225,"Arr%C3%AAter_de_manger_des_animaux_d%C3%A9truirait_une_partie_des_activit%C3%A9s_paysannes","Arrêter de manger des animaux détruirait une partie des activités paysannes"
226,"leaf_36","Comparaison fallacieuse. C'est également typique des régimes démocratiques."
227,"Limiter_la_libert%C3%A9_d%27expression_est_typique_des_r%C3%A9gimes_autoritaires","Limiter la liberté d'expression est typique des régimes autoritaires"
228,"La_guerre_civile_est_au_coeur_du_projet_communiste","La guerre civile est au coeur du projet communiste"
229,"La_guerre_%C3%A9tait_au_coeur_du_projet_de_L%C3%A9nine","La guerre était au coeur du projet de Lénine"
230,"L%C3%A9nine_assimilait_la_politique_%C3%A0_la_guerre","Lénine assimilait la politique à la guerre"
231,"L%C3%A9nine_a_cherch%C3%A9_%C3%A0_cr%C3%A9er_les_conditions_de_la_guerre_civile","Lénine a cherché à créer les conditions de la guerre civile"
232,"L%C3%A9nine_a_cherch%C3%A9_%C3%A0_%C3%A9tendre_la_guerre_civile_au_monde_entier","Lénine a cherché à étendre la guerre civile au monde entier"
233,"L%C3%A9nine_consid%C3%A9rait_la_guerre_civile_comme_une_guerre_sans_limite","Lénine considérait la guerre civile comme une guerre sans limite"
234,"leaf_37","Une augmentation de la CSG problématique"
235,"On_peut_financer_le_revenu_de_base_en_suivant_la_proposition_de_financement_de_Baptiste_Mylondo","Le modèle proposé par Baptiste Mylondo"
236,"leaf_38","Des changements graduels et non violents sont possibles"
237,"Le_communisme_n%27est_pas_n%C3%A9cessaire","Le communisme n'est pas nécessaire"
238,"leaf_39","Le capitalisme est un bon système socio-économique"
239,"leaf_40","Mais supprimer la viande de son alimentation n'est pas pour autant bon pour la santé"
240,"R%C3%A9duire_sa_consommation_de_viande_est_meilleur_pour_la_sant%C3%A9","Réduire sa consommation de viande est meilleur pour la santé"
241,"Les_hommes_peuvent_faire_reculer_les_violences_sexistes_en_prenant_au_s%C3%A9rieux_la_parole_des_femmes_victimes","Les hommes peuvent faire reculer les violences sexistes en prenant au sérieux la parole des femmes victimes"
242,"La_classe_ouvri%C3%A8re_est_la_principale_force_sociale","La classe ouvrière est la principale force sociale"
243,"La_classe_ouvri%C3%A8re_a_la_force_et_le_savoir-faire_%C3%A9conomiques","La classe ouvrière a la force et le savoir-faire économiques"
244,"La_classe_ouvri%C3%A8re_est_la_classe_la_plus_%C3%A0_m%C3%AAme_de_devenir_r%C3%A9volutionnaire","La classe ouvrière est la classe la plus à même de devenir révolutionnaire"
245,"La_classe_ouvri%C3%A8re_poss%C3%A8de_des_qualit%C3%A9s_que_ne_poss%C3%A8dent_pas_les_autres_classes","La classe ouvrière possède des qualités que ne possèdent pas les autres classes"
246,"La_classe_ouvri%C3%A8re_a_fait_la_preuve_de_sa_capacit%C3%A9_%C3%A0_faire_la_r%C3%A9volution","La classe ouvrière a fait la preuve de sa capacité à faire la révolution"
247,"leaf_41","Les autres classes ne sont pas révolutionnaires"
248,"Les_ouvriers_ne_sont_pas_r%C3%A9volutionnaires","Les ouvriers ne sont pas révolutionnaires"
249,"Les_ouvriers_n%27ont_pas_les_moyens_de_se_r%C3%A9volter","Les ouvriers n'ont pas les moyens de se révolter"
250,"La_classe_ouvri%C3%A8re_a_perdu_son_pouvoir_%C3%A9conomique","La classe ouvrière a perdu son pouvoir économique"
251,"Les_organisations_ouvri%C3%A8res_ont_perdu_leur_base_et_leur_l%C3%A9gitimit%C3%A9","Les organisations ouvrières ont perdu leur base et leur légitimité"
252,"La_classe_ouvri%C3%A8re_a_perdu_sa_combativit%C3%A9","La classe ouvrière a perdu sa combativité"
253,"La_classe_ouvri%C3%A8re_n%27a_plus_confiance_en_ses_forces","La classe ouvrière n'a plus confiance en ses forces"
254,"La_classe_ouvri%C3%A8re_est_trop_divis%C3%A9e_pour_avoir_conscience_d%27elle-m%C3%AAme","La classe ouvrière est trop divisée pour avoir conscience d'elle-même"
255,"leaf_42","La classe ouvrière accumule avant tout des défaites"
256,"La_r%C3%A9volution_peut_et_doit_se_faire_sans_la_classe_ouvri%C3%A8re","La révolution peut et doit se faire sans la classe ouvrière"
257,"Les_%C3%A9tudes_am%C3%A9ricaines_sur_le_lien_entre_cannabis_et_consommation_d%27alcool_ne_vont_pas_toutes_dans_le_m%C3%AAme_sens","Les études américaines sur le lien entre cannabis et consommation d'alcool ne vont pas toutes dans le même sens"
258,"La_l%C3%A9galisation_du_cannabis_peut_faire_baisser_la_consommation_d%27alcool","La légalisation peut faire baisser la consommation d'alcool"
259,"leaf_43","Des métiers moins bien payés présentent aussi des risques"
260,"Les_niveaux_de_salaire_des_footballeurs_professionnels_sont_justifi%C3%A9s_par_les_risques_pour_la_sant%C3%A9_physique_et_mentale","Risques pour la santé physique et mentale"
261,"On_peut_continuer_%C3%A0_manger_des_animaux_quand_il_n%27y_a_pas_de_mauvaises_r%C3%A9coltes","Arrêtons de manger les animaux le reste du temps"
262,"Manger_des_animaux_est_utile_en_cas_de_mauvaises_r%C3%A9coltes","Manger des animaux est utile en cas de mauvaises récoltes"
263,"Les_mauvaises_r%C3%A9coltes_sont_de_plus_en_plus_rares","Les mauvaises récoltes sont de plus en plus rares"
264,"Le_vote_%C3%A9lectronique_n%27apporte_pas_sp%C3%A9cialement_plus_de_confort_dans_le_cas_des_machines_%C3%A0_voter","Cela ne vaut que pour le vote à distance"
265,"Le_voile_islamique_assigne_aux_femmes_le_r%C3%B4le_de_reproductrices_et_de_m%C3%A8res_au_foyer","Le voile assigne aux femmes le rôle de reproductrices et de mères au foyer"
266,"Le_voile_islamique_est_la_marque_concr%C3%A8te_de_l%27oppression_des_hommes_contre_les_femmes","Le voile islamique est la marque concrète de l'oppression des hommes contre les femmes"
267,"leaf_44","Le voile est le signe visible que les femmes voilées sont la propriété de leur mari"
268,"Le_voile_islamique_fait_des_femmes_des_objets_sexuels","Le voile fait des femmes des objets sexuels"
269,"Le_voile_islamique_pr%C3%B4ne_la_honte_et_la_culpabilit%C3%A9_des_femmes","Le voile prône la honte et la culpabilité des femmes"
270,"Les_hommes_ne_sont_pas_soumis_%C3%A0_des_obligations_du_m%C3%AAme_type_que_le_voile_islamique","Les hommes ne sont pas soumis à des obligations du même type que le voile"
271,"leaf_45","Les femmes qui refusent de porter le voile sont brimées et opprimées"
272,"leaf_46","On ne peut pas être féministe et défendre le voile"
273,"leaf_47","Des femmes sont voilées et épanouies"
274,"leaf_48","Le voile n'est qu'un vêtement comme un autre"
275,"On_peut_%C3%AAtre_f%C3%A9ministe_et_voil%C3%A9e","On peut être féministe et voilée"
276,"leaf_49","Les femmes voilées sont déjà bien assez opprimées et stigmatisées pour qu'on ne leur ajoute pas une autre oppression"
277,"Le_voile_islamique_prot%C3%A8ge_les_femmes_des_pressions_exerc%C3%A9es_par_les_hommes","Le voile protège les femmes des pressions exercées par les hommes"
278,"L%C3%A9nine_savait_qu%27il_ne_pouvait_prendre_le_pouvoir_de_fa%C3%A7on_d%C3%A9mocratique","Lénine savait qu'il ne pouvait prendre le pouvoir de façon démocratique"
279,"L%C3%A9nine_%C3%A9tait_un_ennemi_de_la_d%C3%A9mocratie","Lénine était un ennemi de la démocratie"
280,"L%C3%A9nine_a_foment%C3%A9_le_coup_d%27%C3%89tat_d%27Octobre_17","Lénine a fomenté le coup d'État d'Octobre 17"
281,"L%C3%A9nine_a_dissout_l%27Assembl%C3%A9e_constituante_de_janvier_1918","Lénine a dissout l'Assemblée constituante de janvier 1918"
282,"L%C3%A9nine_d%C3%A9fendait_la_dictature_du_prol%C3%A9tariat","Lénine défendait la dictature du prolétariat"
283,"Le_manque_de_d%C3%A9mocratie_pendant_la_R%C3%A9volution_russe_est_un_h%C3%A9ritage_de_la_soci%C3%A9t%C3%A9_tsariste","Le manque de démocratie est un héritage de la société tsariste"
284,"L%C3%A9nine_a_toujours_pris_parti_pour_la_d%C3%A9mocratie_des_soviets","Lénine a toujours pris parti pour la démocratie des soviets"
285,"Un_point_immat%C3%A9riel_est_une_abstraction_et_une_abstraction_ne_peut_rien_causer","Un point immatériel est une abstraction et une abstraction ne peut rien causer"
286,"La_cause_premi%C3%A8re_est_un_point_immat%C3%A9riel","La cause première est un point immatériel"
287,"leaf_50","Les hommes bénéficient des discriminations envers les femmes"
288,"Les_hommes_ne_voudront_jamais_renoncer_%C3%A0_leurs_privil%C3%A8ges","Les hommes ne voudront jamais renoncer à leurs privilèges"
289,"Les_hommes_ne_veulent_pas_c%C3%A9der_leurs_places","Les hommes ne veulent pas céder leurs places"
290,"Les_hommes_ont_int%C3%A9r%C3%AAt_%C3%A0_en_finir_avec_le_machisme_pour_assumer_leur_sensibilit%C3%A9_et_leurs_%C3%A9motions","Les hommes gagneraient à assumer leur sensibilité et leurs émotions"
291,"Les_hommes_ont_int%C3%A9r%C3%AAt_%C3%A0_en_finir_avec_le_machisme_pour_se_d%C3%A9livrer_de_l%27injonction_%C3%A0_la_virilit%C3%A9","Les hommes gagneraient à se délivrer de l'injonction à la virilité"
292,"Les_hommes_ont_int%C3%A9r%C3%AAt_%C3%A0_en_finir_avec_le_machisme_pour_sortir_des_rapports_de_rivalit%C3%A9_entre_hommes","Les hommes gagneraient à sortir des rapports de rivalité machistes"
293,"Les_hommes_ont_int%C3%A9r%C3%AAt_%C3%A0_en_finir_avec_le_machisme_pour_simplifier_les_rapports_de_s%C3%A9duction","Les hommes gagneraient à ce que les rapports de séduction soient plus simples"
294,"Des_femmes_se_battent_au_p%C3%A9ril_de_leur_vie_dans_le_monde_pour_ne_pas_porter_le_voile","Des femmes se battent au péril de leur vie dans le monde pour refuser de porter le voile islamique"
295,"On_doit_%C3%AAtre_solidaire_des_femmes_qui_se_battent_pour_ne_pas_porter_le_voile_islamique","On doit être solidaire des femmes qui se battent pour ne pas porter le voile"
296,"leaf_51","Des femmes se battent en France pour ne pas le porter"
297,"Les_d%C3%A9fenseurs_du_voile_islamique_en_France_encouragent_la_r%C3%A9pression_des_femmes_non_voil%C3%A9es_dans_les_dictatures_islamiques","Les défenseurs du voile en France encouragent la répression des femmes non voilées dans les dictatures islamiques"
298,"On_ne_peut_pas_condamner_le_port_du_voile_islamique_dans_le_monde_et_le_d%C3%A9fendre_en_France","On ne peut pas condamner le port du voile là-bas et le défendre ici"
299,"De_nombreuses_f%C3%A9ministes_dans_le_monde_ont_exprim%C3%A9_leur_rage_face_%C3%A0_la_complaisance_de_la_gauche_fran%C3%A7aise_vis-%C3%A0-vis_du_voile_islamique","De nombreuses féministes dans le monde ont exprimé leur rage face à la complaisance de la gauche française vis-à-vis du voile"
300,"La_gauche_doit_%C3%AAtre_%C3%A0_la_pointe_du_combat_pour_l%27%C3%A9mancipation_des_femmes","La gauche doit être à la pointe du combat pour l'émancipation des femmes"
301,"Le_communisme_a_fait_100_millions_de_morts","Le communisme a fait 100 millions de morts"
302,"Le_communisme_est_un_r%C3%A9gime_criminel","Le communisme est un régime criminel"
303,"Les_%C3%89tats_communistes_ont_commis_les_trois_types_de_crimes_d%C3%A9finis_par_le_tribunal_de_Nuremberg","Les États communistes ont commis les trois types de crimes définis par le tribunal de Nuremberg"
304,"Tous_les_r%C3%A9gimes_communistes_ont_utilis%C3%A9_l%27arme_de_la_faim","Tous les régimes communistes ont utilisé l'arme de la faim"
305,"Imputer_les_crimes_du_communisme_%C3%A0_une_id%C3%A9e_est_du_d%C3%A9lit_d%27intention","Imputer les crimes du communisme à une idée est du délit d'intention"
306,"leaf_52","Le taux de CO2 dans l'atmosphère est corrélé à la température sur terre"
307,"On_constate_une_augmentation_de_gaz_%C3%A0_effet_de_serre_d%27origine_humaine_dans_l%27atmosph%C3%A8re","On constate une augmentation de gaz à effet de serre d'origine humaine dans l'atmosphère"
308,"La_concentration_de_gaz_%C3%A0_effet_de_serre_dans_l%27atmosph%C3%A8re_a_explos%C3%A9_depuis_l%27%C3%A2ge_industriel","La concentration de gaz à effet de serre dans l'atmosphère a explosé depuis l'âge industriel"
309,"Les_activit%C3%A9s_humaines_%C3%A9mettent_des_milliards_de_tonnes_%C3%A9quivalent_CO2_par_an","Les activités humaines émettent des milliards de tonnes équivalent CO2 par an"
310,"leaf_53","L'influence des gaz à effet de serre sur le réchauffement climatique est surestimée par le GIEC"
311,"L%27effet_de_serre_terrestre_est_satur%C3%A9","L'effet de serre terrestre est saturé"
312,"La_vapeur_d%27eau_atmosph%C3%A9rique_fait_fortement_diminuer_l%27effet_de_serre","La vapeur d'eau atmosphérique fait fortement diminuer l'effet de serre"
313,"Le_capitalisme_est_condamn%C3%A9","Le capitalisme est condamné"
314,"Le_communisme_r%C3%A9pond_aux_besoins_de_la_population","Le communisme répond aux besoins de la population"
315,"Le_communisme_est_une_soci%C3%A9t%C3%A9_sans_exploitation","Le communisme est une société sans exploitation"
316,"leaf_54","Le communisme est un monde sans guerre ni violence"
317,"leaf_55","Le communisme est un monde sans frontières"
318,"Le_communisme_est_dangereux","Le communisme est dangereux"
319,"Le_communisme_est_impossible","Le communisme est impossible"
320,"Le_communisme_est_une_catastrophe_%C3%A9conomique","Le communisme est une catastrophe économique"
321,"leaf_56","Le communisme est inefficace"
322,"leaf_57","En renonçant à la virilité, les hommes perdraient leur pouvoir"
323,"leaf_58","La virilité n'a pas que des mauvais côtés"
324,"leaf_59","Si la Providence existait, elle éviterait bien des évènements injustes"
325,"leaf_60","Les manifestations de la Providence sont de simples coïncidences sur lesquelles on projette une interprétation religieuse"
326,"On_peut_financer_le_revenu_de_base_en_suivant_la_proposition_de_financement_de_G%C3%A9n%C3%A9ration_libre","Le modèle proposé par Génération libre"
327,"Il_existe_des_mod%C3%A8les_r%C3%A9alistes_de_financement_du_revenu_de_base","Des modèles réalistes de financement"
328,"On_peut_financer_le_revenu_de_base_en_suivant_la_proposition_de_financement_de_Jacques_Marseille","Le modèle proposé par Jacques Marseille"
329,"On_peut_financer_le_revenu_de_base_en_suivant_la_proposition_de_financement_de_Daniel_H%C3%A4ni_et_Enno_Schmidt","Le modèle proposé par Daniel Häni et Enno Schmidt"
330,"On_peut_financer_le_revenu_de_base_en_suivant_la_proposition_de_financement_de_Jean-Marie_Monnier_et_Claudio_Vercellone","Le modèle proposé par Jean-Marie Monnier et Claudio Vercellone"
331,"Les_mod%C3%A8les_de_financement_du_revenu_de_base_sont_tous_d%27un_montant_insuffisant","Des modèles au montant insuffisant"
332,"Les_mod%C3%A8les_de_financement_du_revenu_de_base_posent_tous_des_probl%C3%A8mes_%C3%A9thiques_importants","Des modèles de financement éthiquement douteux"
333,"Il_existe_un_pluralisme_politique_en_France","Un pluralisme politique"
334,"Il_existe_un_pluralisme_politique,_syndical_et_m%C3%A9diatique_en_France","Il existe un pluralisme politique, syndical et médiatique"
335,"Il_existe_un_pluralisme_syndical_en_France","Un pluralisme syndical"
336,"Il_existe_un_pluralisme_de_l%27information_en_France","Un pluralisme de l'information"
337,"leaf_61","Les contre-pouvoirs ne sont ni contrôlés par, ni représentatifs du peuple."
338,"Le_communisme_a_%C3%A9chou%C3%A9","Le communisme a échoué"
339,"Il_n%27y_a_pas_d%27alternative_au_capitalisme","Il n'y a pas d'alternative au capitalisme"
340,"leaf_62","Le capitalisme est le pire des systèmes à l'exception de tous les autres"
341,"L%C3%A9nine_a_ordonn%C3%A9_l%27expropriation_des_bourgeois","Lénine a ordonné l'expropriation des bourgeois"
342,"L%C3%A9nine_consid%C3%A8re_tous_les_bourgeois_comme_coupables","Lénine considère tous les bourgeois comme coupables"
343,"L%C3%A9nine_a_ordonn%C3%A9_l%27ex%C3%A9cution_des_bourgeois","Lénine a ordonné l'exécution des bourgeois"
344,"L%C3%A9nine_a_ordonn%C3%A9_le_pillage_de_la_bourgeoisie","Lénine a ordonné le pillage de la bourgeoisie"
345,"L%C3%A9nine_a_ordonn%C3%A9_l%27humiliation_et_le_viol_de_femmes_bourgeoises","Lénine a ordonné l'humiliation et le viol de femmes bourgeoises"
346,"Les_pays_occidentaux_ont_pratiqu%C3%A9_l%27esclavage,_ils_doivent_r%C3%A9paration","On a pratiqué l'esclavage, on doit réparation"
347,"On_doit_r%C3%A9paration_aux_populations_des_pays_du_Sud","On doit réparation aux populations des pays du Sud"
348,"Les_pays_occidentaux_ont_colonis%C3%A9_et_pill%C3%A9_les_pays_africains","On a colonisé et pillé ces pays"
349,"Les_pays_occidentaux_continuent_de_piller_les_pays_africains","L'Europe continue de piller les pays africains"
350,"On_a_d%C3%A9stabilis%C3%A9_par_des_guerres_leurs_pays,_on_doit_les_accueillir","On a déstabilisé par des guerres leurs pays, on doit les accueillir"
351,"Les_migrants_font_vivre_des_milliers_de_familles_dans_les_pays_pauvres","Les migrants font vivre des milliers de familles dans les pays pauvres"
352,"On_a_suffisamment_r%C3%A9par%C3%A9_nos_crimes_pass%C3%A9s","On a suffisamment réparé nos crimes passés"
353,"leaf_63","Demander réparation pour tous les crimes passés est un processus aberrant"
354,"L%27Europe_n%27a_pas_de_responsabilit%C3%A9_dans_la_d%C3%A9mographie_galopante_de_l%27Afrique","L'Europe n'a pas de responsabilité dans la démographie galopante de l'Afrique"
355,"Il_n%27existe_qu%27un_sommet_de_la_vie_mystique","Il n'existe qu'un sommet de la vie mystique"
356,"On_peut_hi%C3%A9rarchiser_de_fa%C3%A7on_oppos%C3%A9e_les_exp%C3%A9riences_spirituelles","On peut hiérarchiser de façon opposée les expériences spirituelles"
357,"Il_est_possible_de_d%C3%A9gager_des_crit%C3%A8res_pour_hi%C3%A9rarchiser_les_exp%C3%A9riences_mystiques","Il est possible de dégager des critères pour hiérarchiser les expériences mystiques"
358,"On_dit_depuis_40_ans_que_les_religions_sont_en_recul","On dit depuis 40 ans que les religions sont en recul"
359,"On_assisie_au_chant_du_cygne_de_la_religion","On assisie au chant du cygne de la religion"
360,"La_privatisation_d%27ADP_n%27engendre_pas_la_perte_de_contr%C3%B4le_de_l%27%C3%89tat","La privatisation d'ADP n'engendre pas la perte de contrôle de l'État"
361,"C%E2%80%99est_%C3%A0_l%E2%80%99Etat_de_g%C3%A9rer_les_a%C3%A9roports_parce_que_les_orientations_strat%C3%A9giques_doivent_%C3%AAtre_contr%C3%B4l%C3%A9es_d%C3%A9mocratiquement","Parce que les orientations stratégiques doivent être contrôlées démocratiquement"
